Name,gdd,Mole1,C-C,C=C,C:N,C:C,C:S,C-H,C-Si,N:S,H-Si,H-N,C:O,C-N,C/C,N-O,N=O,C-O,C=O,C-F,O=S,C-S,N:N,H-O,C#N,C=N,N-N,B-C,C#C,C=S,N:O,B-F,B-N,C/N,Br-C,B-O,N/N,C-Cl,C/O,C\\C,N-S,B-H,N=N,N=S,O-S,H/N,C\\N,H-S,N/O,N\\N,N\\O,C/S,C\\O,N#N,tot_num,HBA,HBD,mui,MaxPC,minPC,weight
train_873,251,C1ccc2c1c(sc2-c1sc(-c2scc3sccc23)c2occc12)-c1cccc2nsnc12,6,1,2,19,8,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,42.5674437751975,0.15347245316654,0.15347245316654,516.719
train_871,252,C1ccc2c1c(sc2-c1sc(-c2scc3occc23)c2[nH]ccc12)-c1scc2[nH]ccc12,6,1,4,18,8,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,2,42.0837086969598,0.16597405028292,0.16597405028292,486.668
train_87,267,C1C=c2c3C=C(Cc3c3oc4ccsc4c3c2=C1)C1=CC=CC1,9,5,0,10,2,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,47.1284527306731,0.145721434992316,0.145721434992316,314.409
train_869,253,C1ccc2c1c(sc2-c1sc(-c2scc3nccnc23)c2ccsc12)-c1ccccc1,6,1,4,18,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,42.5674437751975,0.108101651763143,0.108101651763143,470.669
train_867,253,C1ccc2c1c(sc2-c1sc(-c2scc3ccoc23)c2sccc12)-c1[SiH2]ccc1,7,3,0,13,8,12,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,43.5857457688057,0.1528115874564,0.1528115874564,462.718
train_865,254,C1ccc2c1csc2-c1sc(-c2sc(-c3ccco3)c3ccsc23)c2[nH]ccc12,6,1,2,16,8,12,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,1,44.1223308885633,0.165974053870313,0.165974053870313,447.631
train_863,253,C1ccc2c1csc2-c1sc(-c2ncc(s2)-c2cccc3nsnc23)c2sccc12,6,1,4,15,8,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,44.678694302661,0.13488466311729,0.13488466311729,477.686
train_861,253,C1ccc2c1c(sc2-c1scc2cc[SiH2]c12)-c1ccc(s1)-c1[SiH2]ccc1,8,4,0,9,6,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,44.1223308885633,0.08105911760925,0.08105911760925,420.732
train_859,256,C1ccc2c1c(sc2-c1scc2ccoc12)-c1sc(-c2ccco2)c2ccsc12,6,1,0,16,8,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,44.678694302661,0.15278059389188,0.15278059389188,448.615
train_857,253,C1ccc2c1c(sc2-c1sc(-c2ccccn2)c2nccnc12)-c1scc2ccsc12,6,1,6,16,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,43.0677998877017,0.109546176937082,0.109546176937082,471.657
train_855,253,C1ccc2c1csc2-c1sc(-c2ccc(-c3nccs3)c3ccccc23)c2nccnc12,6,1,6,19,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,41.6156988493236,0.123381417816217,0.123381417816217,465.628
train_853,253,C1ccc2c1c(sc2-c1nccs1)-c1sc(c2[SiH2]ccc12)-c1scc2[nH]ccc12,7,2,4,12,8,11,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,1,43.5857457688057,0.165952476645327,0.165952476645327,462.722
train_851,251,C1ccc2c1csc2-c1ncc(-c2[SiH2]c(cc2)-c2scc3[SiH2]ccc23)c2nsnc12,8,4,4,10,4,11,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,42.5674437751975,0.132036143519135,0.132036143519135,473.756
train_849,262,C1ccc2c1c(sc2-c1ncc(-c2ccccn2)c2nsnc12)-c1ccco1,6,1,6,14,2,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,45.2560747165196,0.143632530619032,0.143632530619032,400.488
train_847,254,C1ccc2c1csc2-c1cnc(s1)-c1sc(-c2cncc3nsnc23)c2cc[nH]c12,6,1,8,13,6,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,1,44.678694302661,0.165974954485984,0.165974954485984,461.622
train_845,261,C1ccc2c1csc2-c1cnc(s1)-c1ccc(s1)-c1ccc[nH]1,6,1,4,10,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,1,48.5101586726861,0.16595160204456,0.16595160204456,352.509
train_843,251,C1ccc2c1csc2-c1ccc(s1)-c1ncc(-c2cccc3cscc23)c2nsnc12,6,1,4,18,6,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,43.0677998877017,0.132041946405395,0.132041946405395,471.657
train_841,257,C1ccc2c1c(sc2-c1ccco1)-c1ccc([nH]1)-c1cccc2nsnc12,6,1,4,15,2,12,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,1,45.2560747165196,0.166575880296441,0.166575880296441,387.489
train_839,259,C1ccc2c1c(sc2-c1ccc([nH]1)-c1scc2nccnc12)-c1ccccn1,6,1,8,14,4,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,1,44.1223308885633,0.166603631965537,0.166603631965537,398.516
train_837,252,C1ccc2c1c(sc2-c1ccc[nH]1)-c1sc(-c2cccc3cscc23)c2sccc12,6,1,2,19,8,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,1,42.5674437751975,0.165951942196928,0.165951942196928,457.67
train_835,254,C1ccc2c1c(sc2-c1ccc[nH]1)-c1cnc(-c2scc3cc[SiH2]c23)c2nsnc12,7,2,6,13,4,11,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,1,43.0677998877017,0.165951942183606,0.165951942183606,458.669
train_833,254,C1ccc2c1c(sc2-c1cccnc1)-c1sc(-c2scc3cc[nH]c23)c2sccc12,6,1,4,17,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,1,43.0677998877017,0.165973701141831,0.165973701141831,458.658
train_831,248,C1ccc2c1csc2-c1ccc(cc1)-c1sc(-c2cccc3c[SiH2]cc23)c2sccc12,6,3,0,20,6,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,40.7235956489788,0.074294212240804,0.074294212240804,466.728
train_83,261,C1C=c2c3C=CCc3c3ccc4cc([nH]c4c3c2=C1)-c1cccc2c[nH]cc12,6,3,4,21,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,42.0837086969598,0.166568775950167,0.166568775950167,358.444
train_829,258,C1ccc2c1c(sc2-c1ccccc1)-c1ccc(-c2ccccn2)c2c[nH]cc12,6,1,4,21,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,1,41.6156988493236,0.165355501243888,0.165355501243888,390.511
train_827,248,C1ccc2c1csc2-c1ccc(-c2ncc(s2)-c2scc3sccc23)c2cscc12,6,1,2,17,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,43.5857457688057,0.124054684320003,0.124054684320003,475.71
train_825,258,C1ccc2c1c(sc2-c1cccc2c[SiH2]cc12)-c1ccc(o1)-c1cccnc1,6,3,2,16,2,15,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,42.5674437751975,0.144601940624583,0.144601940624583,395.559
train_823,258,C1ccc2c1c(sc2-c1cccc2cocc12)-c1sc(-c2ccccn2)c2nccnc12,6,1,6,19,4,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,41.6156988493236,0.109545970026542,0.109545970026542,449.56
train_821,255,C1ccc2c1csc2-c1ccc(-c2ccc(s2)-c2scc3ccoc23)c2cocc12,6,1,0,19,6,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,43.0677998877017,0.152757556796295,0.152757556796295,442.586
train_819,253,C1ccc2c1csc2-c1ccc(-c2ccc(cn2)-c2scc3occc23)c2cscc12,6,1,2,20,6,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,42.0837086969598,0.144677285046759,0.144677285046759,453.613
train_817,257,C1ccc2c1c(sc2-c1Cc(cc1)-c1ccccn1)-c1cccc2ccccc12,9,3,2,18,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,41.1625844564415,0.084005115267263,0.084005115267263,389.523
train_815,259,C1C=Cc2c1csc2-c1ccc2c(c1)c1ccccc1c1c3CC=Cc3cnc21,7,2,2,22,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,42.0837086969598,0.084668217801984,0.084668217801984,387.507
train_813,254,C1C=Cc2c1csc2C1=Cc2sc3cc4ccc5ccccc5c4cc3c2[SiH2]1,5,2,0,21,4,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,43.0677998877017,0.092100324600904,0.092100324600904,408.623
train_811,254,C1C=Cc2c1csc2-c1cc2sc3c4[SiH2]C=Cc4c4nsnc4c3c2c2nsnc12,5,2,4,16,4,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,45.2560747165196,0.114338739540734,0.114338739540734,474.693
train_81,256,C1C=c2c3C=CCc3c3ccc4cc(-c5scc6C=CCc56)c5c[nH]cc5c4c3c2=C1,9,4,2,21,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,40.298017021936,0.165355495972351,0.165355495972351,413.545
train_809,258,C1C=Cc2c1csc2-c1cc2sc3c4occc4c4cscc4c3c2c2cocc12,4,1,0,22,6,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,44.1223308885633,0.151841459156057,0.151841459156057,440.57
train_807,265,C1C=Cc2c1csc2-c1cc2[nH]c3cc4cccnc4cc3c2[nH]1,4,1,6,16,2,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,2,47.1284527306731,0.166650199914857,0.166650199914857,327.412
train_805,260,C1C=Cc2c1csc2-c1cc2[nH]c3c4occc4c4cscc4c3c2c2cocc12,4,1,2,22,4,12,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,1,43.5857457688057,0.166679086677376,0.166679086677376,423.518
train_803,255,C1C=Cc2c1csc2-c1cc2ncc3c4sccc4c4cocc4c3c2c2=C[SiH2]C=c12,4,3,2,21,4,13,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,42.0837086969598,0.105031592455512,0.105031592455512,449.632
train_801,255,C1C=Cc2c1csc2-c1cc2c(o1)c1c3cscc3c3ccncc3c1c1ccccc21,4,1,2,26,4,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,41.6156988493236,0.145541397219262,0.145541397219262,445.568
train_799,257,C1C=Cc2c1csc2-c1cc2cnc3cc4C=C[SiH2]c4cc3c2c2nsnc12,5,2,4,17,2,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,44.678694302661,0.113638109292721,0.113638109292721,411.587
train_797,259,C1C=Cc2c1csc2-c1cc2ccc3cc4ccsc4cc3c2c2cocc12,4,1,0,23,4,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,44.1223308885633,0.105031591388747,0.105031591388747,394.52
train_795,258,C1C=Cc2c1csc2-c1cc2ccc3c4ccccc4cnc3c2c2c[nH]cc12,4,1,4,24,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,1,42.5674437751975,0.165355504546686,0.165355504546686,388.495
train_793,254,C1C=Cc2c1csc2-c1cc2c(c3cscc13)c1oc3cccnc3c1c1=C[SiH2]C=c21,4,3,2,21,4,13,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,42.0837086969598,0.153426960066873,0.153426960066873,449.632
train_791,258,C1C=Cc2c1csc2-c1cc2cc3c4c[nH]cc4c4ccoc4c3cc2c2nsnc12,4,1,4,23,2,12,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,1,43.0677998877017,0.165355506146519,0.165355506146519,435.533
train_79,265,C1C=c2c3C=C(Cc3c3c4nsnc4c4ccoc4c3c2=C1)c1ccc[nH]1,6,3,4,16,0,12,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,1,45.2560747165196,0.165913505236428,0.165913505236428,367.433
train_789,249,C1C=Cc2c1csc2C1=Cc2c(C1)c1ccc3ccc4ccccc4c3c1c1c[nH]cc21,7,2,2,26,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,39.8851827843553,0.165355489905259,0.165355489905259,425.556
train_787,250,C1C=Cc2c1csc2-c1cc2c3cscc3c3c(c4nsnc4c4ccc5nsnc5c34)c2s1,4,1,4,23,6,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0,43.0677998877017,0.114244003487432,0.114244003487432,526.718000000001
train_785,253,C1C=Cc2c1csc2-c1cc2c3cscc3c3c4ccccc4oc3c2c2cscc12,4,1,0,25,6,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,42.5674437751975,0.144074813591072,0.144074813591072,450.609
train_783,264,C1C=CC2=C1C=C([SiH2]2)c1cc2[SiH2]C=Cc2c2ccccc12,6,4,0,11,0,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,47.1284527306731,0.088647915846776,0.088647915846776,300.509
train_781,274,C1C=CC2=C1C=C([SiH2]2)c1cc2c(ccc3cocc23)o1,5,3,0,10,0,10,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,50.824145953195,0.135041556675157,0.135041556675157,276.367
train_779,266,C1C(=Cc2c1ccc1nsnc21)c1cc2ccccc2c2nsnc12,4,1,4,17,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,48.5101586726861,0.112739062254178,0.112739062254178,358.451
train_777,264,C1C=Cc2c1c1[SiH2]C(=Cc1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,6,6,0,6,0,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,47.8047198931139,0.088544440442174,0.088544440442174,304.573
train_775,257,C1C(=Cc2c1c1sc3ccc4nsnc4c3c1c1cscc21)c1ccccc1,4,1,2,21,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,45.2560747165196,0.113604935694189,0.113604935694189,412.564
train_773,258,C1C=Cc2c1c1sc3cc(-c4cccc5c[nH]cc45)c4nsnc4c3c1c1cocc21,4,1,4,23,2,12,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,1,43.0677998877017,0.165355123004857,0.165355123004857,435.533
train_771,268,C1C=Cc2c1c1oc3cc(ccc3c1c1ccccc21)-c1cccnc1,4,1,2,22,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,44.678694302661,0.139671500084893,0.139671500084893,333.39
train_77,255,C1C=c2c3C=CCc3c3c4cscc4c4cc(sc4c3c2=C1)-c1scc2ccoc12,6,3,0,20,6,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,43.0677998877017,0.152757940023084,0.152757940023084,438.598
train_769,251,C1C(=Cc2c1c1oc3ccc4cscc4c3c1c1cscc21)c1scc2[SiH2]C=Cc12,5,2,0,20,6,12,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,43.0677998877017,0.139748704230408,0.139748704230408,454.673
train_767,258,C1C=Cc2c1c1[nH]c3cc(sc3c1c1cscc21)-c1cccc2c[nH]cc12,4,1,4,20,4,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,2,44.678694302661,0.166586819020662,0.166586819020662,382.513
train_765,259,C1C(=Cc2c1c1[nH]c3cc[nH]c3c1c1c[nH]cc21)c1scc2sccc12,4,1,6,17,4,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,3,45.8558219653634,0.166612137621286,0.166612137621286,371.49
train_763,261,C1C=CC2=C1c1[nH]c3C=C(Cc3c1[SiH2]2)c1scc2[SiH2]C=Cc12,9,4,2,6,2,10,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,1,47.1284527306731,0.166520732440418,0.166520732440418,333.564
train_761,262,C1C=Cc2c1c1[nH]c3cc(-c4cncs4)c4cscc4c3c1c1cocc21,4,1,4,18,4,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,1,45.8558219653634,0.166558721703267,0.166558721703267,384.485
train_759,278,C1ccc2c1c1-ncc3ccccc3-c1c1c[nH]cc21,3,1,4,16,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,50.824145953195,0.165355498492866,0.165355498492866,256.308
train_757,263,C1C=Cc2c1c1ncc3cc(-c4ccco4)c4cocc4c3c1c1=C[SiH2]C=c21,4,3,2,19,0,13,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,43.5857457688057,0.134110742571365,0.134110742571365,377.475
train_755,274,C1C=Cc2c1c1cnc(cc1c1cocc21)-c1ccccc1,4,1,2,17,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,48.5101586726861,0.105031090886383,0.105031090886383,283.33
train_753,264,C1C=Cc2c1c1cnc3cc(ccc3c1c1nsnc21)-c1cccs1,4,1,4,17,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,47.8047198931139,0.113489282364699,0.113489282364699,357.463
train_751,258,C1C=Cc2c1c1cnc3cc(-c4cccc5cocc45)c4cscc4c3c1c1c[nH]cc21,4,1,4,26,2,15,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,1,41.1625844564415,0.16535548995767,0.16535548995767,428.516
train_75,262,C1C=c2c3C=C(Cc3c3c4cocc4c4cc[nH]c4c3c2=C1)c1cncc2nsnc12,6,3,6,19,0,13,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,1,42.5674437751975,0.165946010239069,0.165946010239069,418.481
train_749,262,C1C(=Cc2c1c1ccc3C=C[SiH2]c3c1c1cscc21)c1ccccn1,5,2,2,17,2,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,45.2560747165196,0.084005115279866,0.084005115279866,353.522
train_745,261,C1C=Cc2c1c1ccc3C=C(Cc3c1c1cocc21)c1scc2C=C[SiH2]c12,8,3,0,16,2,14,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,43.5857457688057,0.1050312557318,0.1050312557318,380.544
train_743,256,C1C(=Cc2c1c1cc3[SiH2]C=Cc3cc1c1ccccc21)c1scc2[nH]ccc12,5,2,2,21,2,14,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,1,42.5674437751975,0.165952471652479,0.165952471652479,391.571
